source_id,field,id,ra,dec,region,sky_group,sky_group_size,in_support,bands_complete,in_hviding25_A1,in_hviding25_B1,in_barro25,in_degraaff26,in_perger25,in_kocevski24,spectrum_eligible,test_evaluable_source,verdict_source,test_evaluable_row,verdict_row,label,label_strict,ambiguous,final_class,verdict_rule,ambiguity_reason,z_spec,z_spec_source,z_list,z_archive,archive_grade
3915,primer-uds-north,75975,34.2103850922664,-5.098736209426378,UDS,3696,1,True,True,False,False,False,True,True,True,False,,,False,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,2.9519691,list,2.9519691,2.950652,3.0
3938,primer-uds-north,79413,34.21047694195797,-5.093208225991601,UDS,3717,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
4020,primer-uds-north,79679,34.21076799015249,-5.092654310609112,UDS,3797,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
4531,primer-uds-north,59159,34.21236614893534,-5.122698666059626,UDS,4288,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
4541,primer-uds-north,62265,34.21241168289098,-5.118115554749543,UDS,4296,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
4835,primer-uds-north,76276,34.21337513135093,-5.098213571068809,UDS,4571,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
4944,primer-uds-north,61297,34.21366103685113,-5.1195895609638455,UDS,4676,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5003,primer-uds-north,82791,34.213812850547654,-5.0870495031759395,UDS,4733,1,True,True,True,True,True,True,True,False,True,True,False,True,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,4.717405,list,4.717405,4.7145467,3.0
5015,primer-uds-north,80983,34.21383752920676,-5.090424275153699,UDS,4745,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5062,primer-uds-south,55513,34.213969631170194,-5.228771570973951,UDS,4789,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5121,primer-uds-north,44540,34.214159904744164,-5.143189925187379,UDS,4846,1,False,False,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5236,primer-uds-north,66079,34.21450214761174,-5.112531591545479,UDS,4950,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5315,primer-uds-north,47981,34.21477779172701,-5.138289577980257,UDS,5026,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5586,primer-uds-north,82853,34.215512961303425,-5.0869626388406965,UDS,5278,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5821,primer-uds-north,58803,34.216231676006586,-5.123359602892733,UDS,5471,2,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5926,primer-uds-north,52720,34.2165049614674,-5.131736745447402,UDS,5608,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
5972,primer-uds-north,76802,34.21663972592546,-5.097406671225856,UDS,5649,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6016,primer-uds-north,48683,34.21676961497763,-5.137213781768132,UDS,5691,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6247,primer-uds-north,50013,34.21739032564298,-5.135362124602981,UDS,5901,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6272,primer-uds-north,57329,34.21744358362684,-5.125384373419328,UDS,5925,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6313,primer-uds-north,83401,34.217592303432156,-5.085963839109777,UDS,5963,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6341,primer-uds-north,56576,34.21765875158523,-5.12654959210229,UDS,5989,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6622,primer-uds-north,61448,34.21830432323433,-5.119715577574398,UDS,6256,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6680,primer-uds-north,69961,34.21842685035793,-5.107163946153368,UDS,6311,1,True,True,False,False,False,False,True,True,,,,True,False,,False,True,"ambiguous, used in neither class","not established V-shaped, in a photometric LRD list",not established V-shaped but listed in: Kocevski et al. 2024 catalog; Perger et al. 2025 compilation,,,,,
6706,primer-uds-south,56382,34.21852552213855,-5.227316997455516,UDS,6333,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
6929,primer-uds-south,60828,34.219124168083106,-5.219550905969328,UDS,6542,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
7019,primer-uds-north,50284,34.21935841597264,-5.134887985738865,UDS,6627,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
7194,primer-uds-north,54539,34.21973752607507,-5.1291580450288965,UDS,6777,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
7431,primer-uds-north,52687,34.22034141350175,-5.13177781802273,UDS,7008,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
7501,primer-uds-south,59567,34.22051641973,-5.221904822680667,UDS,7074,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
7871,primer-uds-north,78667,34.221435753637024,-5.094353239281303,UDS,7427,1,False,False,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
8050,primer-uds-north,78160,34.221857985036785,-5.095063366120086,UDS,7599,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
8231,primer-uds-north,70002,34.222275744730034,-5.107146361046091,UDS,7728,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
8418,primer-uds-north,47379,34.22274301561028,-5.139061375220365,UDS,7946,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
8880,primer-uds-south,36210,34.22375691512629,-5.260244247471578,UDS,8391,1,True,True,True,True,True,True,False,False,True,True,False,True,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,4.129401,list,4.129401,4.1290593,3.0
9020,primer-uds-north,34614,34.224035111321754,-5.157198824635557,UDS,8520,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
9183,primer-uds-north,74732,34.22437216229811,-5.100534181611775,UDS,8670,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
9810,primer-uds-north,50698,34.22581747805732,-5.134266894812024,UDS,9266,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
9865,primer-uds-south,47848,34.22596201393156,-5.241927438043202,UDS,9321,2,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
9897,primer-uds-north,73360,34.22602964899206,-5.10274559866169,UDS,9349,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
9918,primer-uds-north,85311,34.226073607782666,-5.081859468553304,UDS,9322,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
9943,primer-uds-north,38855,34.22612411519815,-5.151138416148247,UDS,9392,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
9985,primer-uds-south,69103,34.22620571127214,-5.203387559578775,UDS,9432,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10028,primer-uds-south,51565,34.22630631872802,-5.23541713244132,UDS,9473,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10124,primer-uds-south,56879,34.226557593728536,-5.2264604376390125,UDS,9565,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10151,primer-uds-south,26962,34.22660887362645,-5.274971117866301,UDS,9591,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10210,primer-uds-south,71340,34.22677099461983,-5.199488663827911,UDS,9647,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10215,primer-uds-north,50621,34.22678131426849,-5.134441166378659,UDS,9651,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10230,primer-uds-north,77979,34.22681562350177,-5.09538323487719,UDS,9666,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10332,primer-uds-south,52689,34.227058040602806,-5.233573525012195,UDS,9766,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10337,primer-uds-north,72019,34.22707871533291,-5.104398164355582,UDS,9770,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10375,primer-uds-south,27382,34.227177144807214,-5.274277245895502,UDS,9806,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10450,primer-uds-south,45641,34.22732516283192,-5.245724689482302,UDS,9878,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10474,primer-uds-south,34777,34.227381842883574,-5.26244265714875,UDS,9900,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10484,primer-uds-south,31054,34.2273998392879,-5.268484579916599,UDS,9910,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10521,primer-uds-north,78133,34.22750375376833,-5.095074072492358,UDS,9946,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10573,primer-uds-north,75698,34.227642351942244,-5.099286030764967,UDS,9995,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10592,primer-uds-north,80576,34.22769170438461,-5.091062140853607,UDS,10014,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10597,primer-uds-north,73588,34.22770172373649,-5.102132917615386,UDS,10019,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10777,primer-uds-north,76292,34.228100221315735,-5.098144040937109,UDS,10193,1,True,True,False,False,False,False,True,False,,,,True,False,,False,True,"ambiguous, used in neither class","not established V-shaped, in a photometric LRD list",not established V-shaped but listed in: Perger et al. 2025 compilation,,,,,
10881,primer-uds-north,41607,34.22833964626684,-5.147491973056522,UDS,10289,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
10951,primer-uds-north,74005,34.22852611509374,-5.101525160835979,UDS,10354,1,True,True,True,True,True,False,True,True,True,True,False,True,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,6.5905000000000005,list,6.5905000000000005,6.590771,3.0
11001,primer-uds-north,51585,34.22863588314003,-5.1330542653690605,UDS,10403,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11111,primer-uds-north,36569,34.22888129436682,-5.154073107762508,UDS,10505,1,True,True,False,False,True,False,False,False,True,True,False,True,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,6.6317,list,6.6317,6.631731,3.0
11251,primer-uds-south,54286,34.22918276360954,-5.2307864384877005,UDS,10639,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11253,primer-uds-north,42410,34.22918575392609,-5.1462547210842295,UDS,10641,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11278,primer-uds-north,39825,34.2292231793465,-5.149889707234985,UDS,10662,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11376,primer-uds-north,43205,34.22942558431421,-5.145113681275654,UDS,10751,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11489,primer-uds-south,46467,34.229676798978524,-5.244158253304456,UDS,10860,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11517,primer-uds-south,33575,34.22975346977138,-5.264425887086113,UDS,10888,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11663,primer-uds-north,85352,34.23007459873048,-5.081719242319106,UDS,11025,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11842,primer-uds-south,46637,34.230472774538384,-5.244015041278528,UDS,11193,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
11939,primer-uds-south,28564,34.23071591927693,-5.272432641199257,UDS,11287,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12097,primer-uds-south,49812,34.23105582539696,-5.238576693785456,UDS,11434,1,False,False,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12130,primer-uds-north,45828,34.23112774712618,-5.141383808579861,UDS,11466,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12236,primer-uds-south,55329,34.23135695624504,-5.229136023683224,UDS,11567,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12258,primer-uds-north,45722,34.23138971544384,-5.141480239128944,UDS,11589,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12329,primer-uds-north,48417,34.231535220772635,-5.137782967687028,UDS,11625,3,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12365,primer-uds-south,54263,34.23160853898796,-5.230873909709693,UDS,11688,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12370,primer-uds-south,54595,34.231621123533124,-5.230248269928117,UDS,11692,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12411,primer-uds-north,80422,34.23171886872164,-5.091293685461777,UDS,11729,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12419,primer-uds-south,66641,34.23174121664287,-5.208214971731567,UDS,11737,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12635,primer-uds-north,77554,34.23228299993068,-5.096073021196513,UDS,11951,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12689,primer-uds-south,23550,34.232426218263655,-5.2806533321126174,UDS,12003,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12718,primer-uds-north,85012,34.23250801480772,-5.082591307831629,UDS,12032,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12949,primer-uds-north,50785,34.23301714675831,-5.134188313047376,UDS,12253,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
12952,primer-uds-north,80179,34.233026948947206,-5.091717433729441,UDS,12256,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13054,primer-uds-south,24292,34.23327168338024,-5.280044342216241,UDS,12353,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13116,primer-uds-north,73997,34.23341725250338,-5.101516539367708,UDS,12411,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13173,primer-uds-north,41218,34.233544816438545,-5.147846759549687,UDS,12464,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13207,primer-uds-south,22204,34.23362708101901,-5.283850298433802,UDS,12498,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13328,primer-uds-north,59027,34.23393456279905,-5.122873634840476,UDS,12580,2,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13362,primer-uds-south,51450,34.23402403689109,-5.235627569749267,UDS,12646,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13391,primer-uds-north,74703,34.23409052110966,-5.100555266032175,UDS,12674,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13456,primer-uds-south,50965,34.23422121021511,-5.236509644536199,UDS,12736,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13472,primer-uds-north,32291,34.234243921715105,-5.160039894981488,UDS,12752,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13618,primer-uds-north,30802,34.23458102778417,-5.162203098749123,UDS,12888,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13739,primer-uds-north,72376,34.23484063753409,-5.103864826976015,UDS,13006,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13778,primer-uds-north,83777,34.23492432354079,-5.0852276978663635,UDS,13043,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
13982,primer-uds-south,54131,34.2353946182066,-5.231041899456842,UDS,13234,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
14007,primer-uds-north,40206,34.23544625601306,-5.149253067862405,UDS,13212,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
14196,primer-uds-north,82181,34.23588611726192,-5.088254647676572,UDS,13440,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
14252,primer-uds-north,5962,34.235985947759175,-5.200288221001131,UDS,13495,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
14342,primer-uds-south,20365,34.236172242554275,-5.2862084645905725,UDS,13582,3,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
14448,primer-uds-south,42975,34.23638879377684,-5.249619713044507,UDS,13679,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
14559,primer-uds-north,72160,34.23665579476398,-5.104155264987986,UDS,13787,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
14636,primer-uds-north,30818,34.23683845418697,-5.162393675905499,UDS,13860,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15034,primer-uds-north,39149,34.23776587761752,-5.151917645833718,UDS,14240,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15112,primer-uds-north,36325,34.237918021398734,-5.154465485890608,UDS,14317,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15139,primer-uds-south,51794,34.23796882106451,-5.235048949744793,UDS,14343,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15149,primer-uds-south,20364,34.23799620444446,-5.286319618150378,UDS,14354,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15244,primer-uds-north,75128,34.23821709037414,-5.0999068255407085,UDS,14445,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15274,primer-uds-north,2051,34.23827894845124,-5.208185116529963,UDS,14473,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15286,primer-uds-south,48729,34.238299239334616,-5.240499745018554,UDS,14485,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15291,primer-uds-north,57364,34.238316683969124,-5.12521325362576,UDS,14491,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
15326,primer-uds-north,3131,34.23839481676434,-5.205774998689053,UDS,14523,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
